,Year,Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,TailNum,Origin,Dest,label,Dest_new,Origin_new
0,2008,1,3,4,2003,1,413,IAD,TPA,1,62,23
1,2008,1,3,4,754,1,470,IAD,TPA,1,62,23
2,2008,1,3,4,628,1,217,IND,BWI,1,11,24
3,2008,1,3,4,926,1,324,IND,BWI,0,11,24
4,2008,1,3,4,1829,1,253,IND,BWI,1,11,24
5,2008,1,3,4,1940,1,425,IND,JAX,1,27,24
6,2008,1,3,4,1937,1,461,IND,LAS,1,28,24
7,2008,1,3,4,1039,1,217,IND,LAS,0,28,24
8,2008,1,3,4,617,1,395,IND,MCI,1,33,24
9,2008,1,3,4,1620,1,358,IND,MCI,0,33,24
10,2008,1,3,4,706,1,396,IND,MCO,1,34,24
11,2008,1,3,4,1644,1,129,IND,MCO,1,34,24
12,2008,1,3,4,1426,1,264,IND,MDW,0,35,24
13,2008,1,3,4,715,1,463,IND,MDW,0,35,24
14,2008,1,3,4,1702,1,209,IND,MDW,1,35,24
15,2008,1,3,4,1029,1,64,IND,MDW,1,35,24
16,2008,1,3,4,1452,1,87,IND,PHX,1,46,24
17,2008,1,3,4,754,1,476,IND,PHX,1,46,24
18,2008,1,3,4,1323,1,381,IND,TPA,1,62,24
19,2008,1,3,4,1416,1,353,ISP,BWI,1,11,25
20,2008,1,3,4,706,1,285,ISP,BWI,1,11,25
21,2008,1,3,4,1657,1,423,ISP,BWI,1,11,25
22,2008,1,3,4,1900,1,484,ISP,BWI,1,11,25
23,2008,1,3,4,1039,1,415,ISP,BWI,1,11,25
24,2008,1,3,4,801,1,23,ISP,BWI,1,11,25
25,2008,1,3,4,1520,1,183,ISP,BWI,1,11,25
26,2008,1,3,4,1422,1,16,ISP,FLL,1,19,25
27,2008,1,3,4,1954,1,44,ISP,FLL,1,19,25
28,2008,1,3,4,636,1,243,ISP,FLL,1,19,25
29,2008,1,3,4,734,1,413,ISP,LAS,1,28,25
30,2008,1,3,4,2107,1,496,ISP,MCO,1,34,25
31,2008,1,3,4,1008,1,435,ISP,MCO,1,34,25
32,2008,1,3,4,712,1,493,ISP,MCO,1,34,25
33,2008,1,3,4,1312,1,48,ISP,MCO,1,34,25
34,2008,1,3,4,1449,1,408,ISP,MCO,1,34,25
35,2008,1,3,4,1634,1,232,ISP,MCO,1,34,25
36,2008,1,3,4,831,1,452,ISP,MDW,1,35,25
37,2008,1,3,4,1812,1,477,ISP,MDW,1,35,25
38,2008,1,3,4,1127,1,405,ISP,MDW,1,35,25
39,2008,1,3,4,1424,1,410,ISP,MDW,1,35,25
40,2008,1,3,4,1326,1,248,ISP,PBI,1,43,25
41,2008,1,3,4,1749,1,331,ISP,PBI,1,43,25
42,2008,1,3,4,726,1,7,ISP,PBI,1,43,25
43,2008,1,3,4,646,1,81,ISP,RSW,1,51,25
44,2008,1,3,4,1153,1,42,ISP,TPA,1,62,25
45,2008,1,3,4,1528,1,1,ISP,TPA,1,62,25
46,2008,1,3,4,634,1,248,ISP,TPA,0,62,25
47,2008,1,3,4,831,1,87,JAN,BWI,1,11,26
48,2008,1,3,4,1450,1,263,JAN,BWI,1,11,26
49,2008,1,3,4,2245,1,490,JAN,HOU,1,21,26
50,2008,1,3,4,615,1,3,JAN,HOU,0,21,26
51,2008,1,3,4,1150,1,356,JAN,HOU,1,21,26
52,2008,1,3,4,2025,1,53,JAN,HOU,1,21,26
53,2008,1,3,4,1038,1,141,JAN,MCO,1,34,26
54,2008,1,3,4,1900,1,100,JAN,MDW,1,35,26
55,2008,1,3,4,700,1,309,JAN,MDW,0,35,26
56,2008,1,3,4,948,1,275,JAX,BHM,1,6,27
57,2008,1,3,4,646,1,44,JAX,BNA,1,7,27
58,2008,1,3,4,1110,1,267,JAX,BNA,1,7,27
59,2008,1,3,4,1535,1,56,JAX,BNA,0,7,27
60,2008,1,3,4,1919,1,16,JAX,BNA,1,7,27
61,2008,1,3,4,1053,1,65,JAX,BWI,0,11,27
62,2008,1,3,4,1433,1,415,JAX,BWI,0,11,27
63,2008,1,3,4,2015,1,225,JAX,BWI,1,11,27
64,2008,1,3,4,2139,1,425,JAX,FLL,1,19,27
65,2008,1,3,4,1500,1,188,JAX,FLL,0,19,27
66,2008,1,3,4,850,1,177,JAX,FLL,0,19,27
67,2008,1,3,4,646,1,194,JAX,FLL,1,19,27
68,2008,1,3,4,1221,1,391,JAX,FLL,1,19,27
69,2008,1,3,4,1738,1,256,JAX,FLL,1,19,27
70,2008,1,3,4,1813,1,353,JAX,HOU,1,21,27
71,2008,1,3,4,802,1,64,JAX,IND,1,24,27
72,2008,1,3,4,1820,1,158,JAX,ORF,0,42,27
73,2008,1,3,4,821,1,58,JAX,ORF,1,42,27
74,2008,1,3,4,1734,1,304,JAX,PHL,1,45,27
75,2008,1,3,4,712,1,373,JAX,PHL,1,45,27
76,2008,1,3,4,1318,1,168,JAX,TPA,1,62,27
77,2008,1,3,4,958,1,489,JAX,TPA,1,62,27
78,2008,1,3,4,1859,1,182,JAX,TPA,1,62,27
79,2008,1,3,4,1538,1,497,LAS,ABQ,1,1,28
80,2008,1,3,4,933,1,319,LAS,ABQ,0,1,28
81,2008,1,3,4,2248,1,329,LAS,ABQ,1,1,28
82,2008,1,3,4,1327,1,388,LAS,ABQ,1,1,28
83,2008,1,3,4,624,1,245,LAS,ABQ,0,1,28
84,2008,1,3,4,1614,1,295,LAS,ABQ,1,1,28
85,2008,1,3,4,1917,1,94,LAS,ABQ,1,1,28
86,2008,1,3,4,1832,1,261,LAS,ALB,1,2,28
87,2008,1,3,4,1229,1,146,LAS,AMA,1,3,28
88,2008,1,3,4,1256,1,39,LAS,AUS,1,4,28
89,2008,1,3,4,2118,1,287,LAS,AUS,1,4,28
90,2008,1,3,4,905,1,108,LAS,AUS,1,4,28
91,2008,1,3,4,1739,1,46,LAS,BDL,1,5,28
92,2008,1,3,4,906,1,256,LAS,BHM,1,6,28
93,2008,1,3,4,816,1,57,LAS,BNA,1,7,28
94,2008,1,3,4,1325,1,76,LAS,BNA,1,7,28
95,2008,1,3,4,1506,1,72,LAS,BNA,1,7,28
96,2008,1,3,4,2039,1,223,LAS,BNA,1,7,28
97,2008,1,3,4,924,1,111,LAS,BOI,1,8,28
98,2008,1,3,4,1611,1,330,LAS,BOI,1,8,28
99,2008,1,3,4,1824,1,91,LAS,BUF,1,9,28
100,2008,1,3,4,826,1,281,LAS,BUR,1,10,28
101,2008,1,3,4,2118,1,173,LAS,BUR,1,10,28
102,2008,1,3,4,1818,1,320,LAS,BUR,1,10,28
103,2008,1,3,4,650,1,475,LAS,BUR,0,10,28
104,2008,1,3,4,2146,1,336,LAS,BUR,1,10,28
105,2008,1,3,4,2241,1,164,LAS,BUR,1,10,28
106,2008,1,3,4,1409,1,185,LAS,BUR,1,10,28
107,2008,1,3,4,1100,1,94,LAS,BUR,1,10,28
108,2008,1,3,4,1306,1,295,LAS,BUR,1,10,28
109,2008,1,3,4,1726,1,198,LAS,BUR,1,10,28
110,2008,1,3,4,915,1,79,LAS,BUR,0,10,28
111,2008,1,3,4,1229,1,400,LAS,BUR,1,10,28
112,2008,1,3,4,1459,1,85,LAS,BUR,1,10,28
113,2008,1,3,4,908,1,21,LAS,BWI,1,11,28
114,2008,1,3,4,1817,1,482,LAS,BWI,1,11,28
115,2008,1,3,4,1248,1,252,LAS,BWI,1,11,28
116,2008,1,3,4,956,1,45,LAS,CLE,1,12,28
117,2008,1,3,4,1849,1,244,LAS,CMH,1,13,28
118,2008,1,3,4,1210,1,98,LAS,CMH,1,13,28
119,2008,1,3,4,701,1,394,LAS,DEN,1,16,28
120,2008,1,3,4,1047,1,269,LAS,DEN,1,16,28
121,2008,1,3,4,2232,1,4,LAS,DEN,1,16,28
122,2008,1,3,4,1512,1,279,LAS,DEN,1,16,28
123,2008,1,3,4,2025,1,268,LAS,DEN,1,16,28
124,2008,1,3,4,1439,1,115,LAS,DEN,1,16,28
125,2008,1,3,4,1627,1,357,LAS,DEN,1,16,28
126,2008,1,3,4,1745,1,112,LAS,ELP,1,18,28
127,2008,1,3,4,1049,1,147,LAS,ELP,1,18,28
128,2008,1,3,4,1117,1,117,LAS,GEG,1,20,28
129,2008,1,3,4,1725,1,370,LAS,GEG,1,20,28
130,2008,1,3,4,1824,1,203,LAS,HOU,1,21,28
131,2008,1,3,4,1150,1,197,LAS,HOU,1,21,28
132,2008,1,3,4,749,1,263,LAS,HOU,1,21,28
133,2008,1,3,4,2051,1,117,LAS,HOU,1,21,28
134,2008,1,3,4,1555,1,31,LAS,IAD,1,23,28
135,2008,1,3,4,2255,1,459,LAS,IND,1,24,28
136,2008,1,3,4,1129,1,253,LAS,IND,1,24,28
137,2008,1,3,4,1602,1,73,LAS,ISP,1,25,28
138,2008,1,3,4,1738,1,287,LAS,LAX,1,29,28
139,2008,1,3,4,2207,1,45,LAS,LAX,1,29,28
140,2008,1,3,4,1851,1,130,LAS,LAX,1,29,28
141,2008,1,3,4,701,1,276,LAS,LAX,1,29,28
142,2008,1,3,4,1556,1,284,LAS,LAX,1,29,28
143,2008,1,3,4,1254,1,190,LAS,LAX,1,29,28
144,2008,1,3,4,840,1,146,LAS,LAX,0,29,28
145,2008,1,3,4,1540,1,211,LAS,LAX,1,29,28
146,2008,1,3,4,750,1,89,LAS,LAX,0,29,28
147,2008,1,3,4,1228,1,490,LAS,LAX,1,29,28
148,2008,1,3,4,2047,1,147,LAS,LAX,1,29,28
149,2008,1,3,4,2158,1,130,LAS,LAX,1,29,28
150,2008,1,3,4,1028,1,254,LAS,LAX,1,29,28
151,2008,1,3,4,1423,1,321,LAS,LAX,1,29,28
152,2008,1,3,4,1147,1,193,LAS,LBB,1,30,28
153,2008,1,3,4,859,1,485,LAS,LIT,1,31,28
154,2008,1,3,4,1140,1,328,LAS,MAF,1,32,28
155,2008,1,3,4,1226,1,102,LAS,MCI,1,33,28
156,2008,1,3,4,2118,1,461,LAS,MCI,1,33,28
157,2008,1,3,4,2003,1,383,LAS,MCI,1,33,28
158,2008,1,3,4,1622,1,473,LAS,MCI,1,33,28
159,2008,1,3,4,648,1,344,LAS,MCI,0,33,28
160,2008,1,3,4,1003,1,238,LAS,MCI,1,33,28
161,2008,1,3,4,1319,1,233,LAS,MCO,1,34,28
162,2008,1,3,4,1506,1,462,LAS,MDW,1,35,28
163,2008,1,3,4,648,1,422,LAS,MDW,1,35,28
164,2008,1,3,4,1052,1,413,LAS,MDW,1,35,28
165,2008,1,3,4,1424,1,196,LAS,MDW,1,35,28
166,2008,1,3,4,1211,1,33,LAS,MDW,1,35,28
167,2008,1,3,4,814,1,424,LAS,MDW,1,35,28
168,2008,1,3,4,934,1,225,LAS,MDW,0,35,28
169,2008,1,3,4,1708,1,444,LAS,MDW,1,35,28
170,2008,1,3,4,1919,1,439,LAS,MDW,1,35,28
171,2008,1,3,4,1945,1,194,LAS,MDW,1,35,28
172,2008,1,3,4,2057,1,257,LAS,MDW,1,35,28
173,2008,1,3,4,1354,1,2,LAS,MDW,1,35,28
174,2008,1,3,4,1703,1,23,LAS,MHT,1,36,28
175,2008,1,3,4,1030,1,96,LAS,MSY,0,37,28
176,2008,1,3,4,1903,1,83,LAS,MSY,1,37,28
177,2008,1,3,4,1108,1,480,LAS,OAK,0,38,28
178,2008,1,3,4,1354,1,482,LAS,OAK,1,38,28
179,2008,1,3,4,1944,1,24,LAS,OAK,1,38,28
180,2008,1,3,4,1251,1,82,LAS,OAK,1,38,28
181,2008,1,3,4,1548,1,249,LAS,OAK,1,38,28
182,2008,1,3,4,821,1,350,LAS,OAK,1,38,28
183,2008,1,3,4,2216,1,386,LAS,OAK,1,38,28
184,2008,1,3,4,2010,1,169,LAS,OAK,1,38,28
185,2008,1,3,4,1433,1,49,LAS,OAK,1,38,28
186,2008,1,3,4,935,1,472,LAS,OAK,1,38,28
187,2008,1,3,4,2156,1,197,LAS,OAK,1,38,28
188,2008,1,3,4,2035,1,400,LAS,OAK,1,38,28
189,2008,1,3,4,602,1,149,LAS,OAK,1,38,28
190,2008,1,3,4,1152,1,337,LAS,OKC,1,39,28
191,2008,1,3,4,1435,1,332,LAS,OMA,1,40,28
192,2008,1,3,4,2049,1,18,LAS,OMA,1,40,28
193,2008,1,3,4,913,1,380,LAS,OMA,1,40,28
194,2008,1,3,4,1613,1,396,LAS,ONT,1,41,28
195,2008,1,3,4,2015,1,60,LAS,ONT,1,41,28
196,2008,1,3,4,655,1,45,LAS,ONT,0,41,28
197,2008,1,3,4,1438,1,486,LAS,ONT,1,41,28
198,2008,1,3,4,1102,1,101,LAS,ONT,1,41,28
199,2008,1,3,4,2218,1,151,LAS,ONT,1,41,28
200,2008,1,3,4,851,1,441,LAS,ONT,1,41,28
201,2008,1,3,4,1230,1,112,LAS,ONT,1,41,28
202,2008,1,3,4,1838,1,74,LAS,ONT,1,41,28
203,2008,1,3,4,1358,1,370,LAS,ONT,1,41,28
204,2008,1,3,4,1757,1,255,LAS,ORF,1,42,28
205,2008,1,3,4,1816,1,385,LAS,PDX,1,44,28
206,2008,1,3,4,755,1,272,LAS,PDX,0,44,28
207,2008,1,3,4,1328,1,59,LAS,PDX,1,44,28
208,2008,1,3,4,2134,1,320,LAS,PDX,1,44,28
209,2008,1,3,4,1127,1,224,LAS,PHL,1,45,28
210,2008,1,3,4,1720,1,272,LAS,PHL,1,45,28
211,2008,1,3,4,559,1,349,LAS,PHX,0,46,28
212,2008,1,3,4,712,1,29,LAS,PHX,1,46,28
213,2008,1,3,4,1327,1,446,LAS,PHX,1,46,28
214,2008,1,3,4,1817,1,133,LAS,PHX,1,46,28
215,2008,1,3,4,1807,1,315,LAS,PHX,1,46,28
216,2008,1,3,4,1712,1,22,LAS,PHX,1,46,28
217,2008,1,3,4,1206,1,387,LAS,PHX,1,46,28
218,2008,1,3,4,1134,1,169,LAS,PHX,1,46,28
219,2008,1,3,4,1003,1,122,LAS,PHX,0,46,28
220,2008,1,3,4,815,1,209,LAS,PHX,0,46,28
221,2008,1,3,4,2156,1,59,LAS,PHX,1,46,28
222,2008,1,3,4,2140,1,82,LAS,PHX,1,46,28
223,2008,1,3,4,631,1,92,LAS,PHX,0,46,28
224,2008,1,3,4,1521,1,475,LAS,PHX,1,46,28
225,2008,1,3,4,2100,1,451,LAS,PHX,1,46,28
226,2008,1,3,4,1657,1,275,LAS,PHX,1,46,28
227,2008,1,3,4,926,1,488,LAS,PHX,1,46,28
228,2008,1,3,4,1413,1,70,LAS,PHX,0,46,28
229,2008,1,3,4,1825,1,492,LAS,PIT,1,47,28
230,2008,1,3,4,927,1,416,LAS,PIT,1,47,28
231,2008,1,3,4,1630,1,190,LAS,PVD,1,48,28
232,2008,1,3,4,1136,1,237,LAS,RDU,1,49,28
233,2008,1,3,4,1824,1,192,LAS,RDU,1,49,28
234,2008,1,3,4,1716,1,68,LAS,RNO,1,50,28
235,2008,1,3,4,1928,1,239,LAS,RNO,1,50,28
236,2008,1,3,4,709,1,137,LAS,RNO,0,50,28
237,2008,1,3,4,1741,1,87,LAS,RNO,1,50,28
238,2008,1,3,4,1609,1,217,LAS,RNO,1,50,28
239,2008,1,3,4,913,1,189,LAS,RNO,1,50,28
240,2008,1,3,4,2215,1,231,LAS,RNO,1,50,28
241,2008,1,3,4,2137,1,87,LAS,RNO,1,50,28
242,2008,1,3,4,624,1,31,LAS,RNO,0,50,28
243,2008,1,3,4,1100,1,255,LAS,RNO,1,50,28
244,2008,1,3,4,1313,1,275,LAS,RNO,1,50,28
245,2008,1,3,4,1415,1,322,LAS,RNO,1,50,28
246,2008,1,3,4,1108,1,78,LAS,RNO,0,50,28
247,2008,1,3,4,1348,1,114,LAS,SAN,1,52,28
248,2008,1,3,4,1221,1,217,LAS,SAN,1,52,28
249,2008,1,3,4,2140,1,397,LAS,SAN,1,52,28
250,2008,1,3,4,805,1,8,LAS,SAN,0,52,28
251,2008,1,3,4,1643,1,500,LAS,SAN,1,52,28
252,2008,1,3,4,946,1,433,LAS,SAN,1,52,28
253,2008,1,3,4,1915,1,278,LAS,SAN,1,52,28
254,2008,1,3,4,1839,1,397,LAS,SAN,1,52,28
255,2008,1,3,4,2207,1,356,LAS,SAN,1,52,28
256,2008,1,3,4,1503,1,203,LAS,SAN,1,52,28
257,2008,1,3,4,1613,1,194,LAS,SAN,1,52,28
258,2008,1,3,4,2248,1,243,LAS,SAN,1,52,28
259,2008,1,3,4,612,1,54,LAS,SAN,0,52,28
260,2008,1,3,4,1118,1,99,LAS,SAN,1,52,28
261,2008,1,3,4,1456,1,78,LAS,SAT,1,53,28
262,2008,1,3,4,2022,1,500,LAS,SAT,1,53,28
263,2008,1,3,4,1049,1,145,LAS,SAT,1,53,28
264,2008,1,3,4,753,1,492,LAS,SAT,1,53,28
265,2008,1,3,4,1831,1,466,LAS,SDF,1,54,28
266,2008,1,3,4,1704,1,344,LAS,SEA,1,55,28
267,2008,1,3,4,2017,1,86,LAS,SEA,1,55,28
268,2008,1,3,4,639,1,430,LAS,SEA,0,55,28
269,2008,1,3,4,1117,1,220,LAS,SEA,1,55,28
270,2008,1,3,4,1426,1,327,LAS,SFO,1,56,28
271,2008,1,3,4,1009,1,279,LAS,SFO,1,56,28
272,2008,1,3,4,2021,1,102,LAS,SFO,1,56,28
273,2008,1,3,4,2025,1,314,LAS,SFO,1,56,28
274,2008,1,3,4,603,1,47,LAS,SFO,0,56,28
275,2008,1,3,4,2301,1,236,LAS,SFO,1,56,28
276,2008,1,3,4,1518,1,280,LAS,SFO,1,56,28
277,2008,1,3,4,1307,1,156,LAS,SJC,1,57,28
278,2008,1,3,4,615,1,260,LAS,SJC,1,57,28
279,2008,1,3,4,2017,1,218,LAS,SJC,1,57,28
280,2008,1,3,4,1855,1,380,LAS,SJC,0,57,28
281,2008,1,3,4,2114,1,226,LAS,SJC,1,57,28
282,2008,1,3,4,1605,1,105,LAS,SJC,1,57,28
283,2008,1,3,4,956,1,72,LAS,SJC,0,57,28
284,2008,1,3,4,731,1,474,LAS,SJC,1,57,28
285,2008,1,3,4,1734,1,235,LAS,SJC,1,57,28
286,2008,1,3,4,1139,1,244,LAS,SLC,1,58,28
287,2008,1,3,4,2104,1,184,LAS,SLC,1,58,28
288,2008,1,3,4,919,1,455,LAS,SLC,1,58,28
289,2008,1,3,4,2113,1,146,LAS,SLC,1,58,28
290,2008,1,3,4,1712,1,464,LAS,SLC,1,58,28
291,2008,1,3,4,1419,1,325,LAS,SLC,1,58,28
292,2008,1,3,4,2242,1,175,LAS,SLC,1,58,28
293,2008,1,3,4,611,1,97,LAS,SLC,0,58,28
294,2008,1,3,4,1949,1,416,LAS,SMF,1,59,28
295,2008,1,3,4,1409,1,119,LAS,SMF,1,59,28
296,2008,1,3,4,637,1,131,LAS,SMF,0,59,28
297,2008,1,3,4,1821,1,336,LAS,SMF,1,59,28
298,2008,1,3,4,916,1,342,LAS,SMF,1,59,28
299,2008,1,3,4,1134,1,234,LAS,SMF,1,59,28
300,2008,1,3,4,1527,1,207,LAS,SMF,1,59,28
301,2008,1,3,4,2115,1,350,LAS,SMF,1,59,28
302,2008,1,3,4,1934,1,52,LAS,SNA,0,60,28
303,2008,1,3,4,1305,1,452,LAS,SNA,0,60,28
304,2008,1,3,4,1917,1,65,LAS,SNA,1,60,28
305,2008,1,3,4,1125,1,463,LAS,SNA,1,60,28
306,2008,1,3,4,1505,1,286,LAS,SNA,1,60,28
307,2008,1,3,4,747,1,46,LAS,SNA,0,60,28
308,2008,1,3,4,1143,1,260,LAS,STL,1,61,28
309,2008,1,3,4,1558,1,13,LAS,STL,1,61,28
310,2008,1,3,4,1940,1,312,LAS,STL,1,61,28
311,2008,1,3,4,1820,1,436,LAS,TPA,1,62,28
312,2008,1,3,4,1143,1,113,LAS,TUL,1,63,28
313,2008,1,3,4,2211,1,65,LAS,TUS,1,64,28
314,2008,1,3,4,1821,1,137,LAS,TUS,1,64,28
315,2008,1,3,4,715,1,347,LAS,TUS,0,64,28
316,2008,1,3,4,1341,1,68,LAS,TUS,1,64,28
317,2008,1,3,4,2108,1,235,LAS,TUS,1,64,28
318,2008,1,3,4,1118,1,277,LAS,TUS,1,64,28
319,2008,1,3,4,1735,1,159,LAX,ABQ,1,1,29
320,2008,1,3,4,2105,1,396,LAX,ABQ,1,1,29
321,2008,1,3,4,1328,1,213,LAX,ABQ,1,1,29
322,2008,1,3,4,944,1,478,LAX,ABQ,1,1,29
323,2008,1,3,4,1024,1,121,LAX,AUS,1,4,29
324,2008,1,3,4,820,1,448,LAX,BNA,1,7,29
325,2008,1,3,4,1632,1,409,LAX,BNA,1,7,29
326,2008,1,3,4,1327,1,50,LAX,BNA,1,7,29
327,2008,1,3,4,1330,1,37,LAX,ELP,1,18,29
328,2008,1,3,4,1925,1,390,LAX,ELP,1,18,29
329,2008,1,3,4,1005,1,130,LAX,ELP,1,18,29
330,2008,1,3,4,1149,1,100,LAX,HOU,1,21,29
331,2008,1,3,4,1742,1,284,LAX,HOU,1,21,29
332,2008,1,3,4,807,1,104,LAX,HOU,1,21,29
333,2008,1,3,4,2020,1,376,LAX,HOU,1,21,29
334,2008,1,3,4,1501,1,190,LAX,LAS,1,28,29
335,2008,1,3,4,1205,1,332,LAX,LAS,1,28,29
336,2008,1,3,4,1652,1,466,LAX,LAS,1,28,29
337,2008,1,3,4,922,1,113,LAX,LAS,1,28,29
338,2008,1,3,4,1835,1,383,LAX,LAS,1,28,29
339,2008,1,3,4,1027,1,146,LAX,LAS,1,28,29
340,2008,1,3,4,626,1,272,LAX,LAS,1,28,29
341,2008,1,3,4,1533,1,272,LAX,LAS,1,28,29
342,2008,1,3,4,1910,1,287,LAX,LAS,1,28,29
343,2008,1,3,4,744,1,380,LAX,LAS,1,28,29
344,2008,1,3,4,2109,1,457,LAX,LAS,1,28,29
345,2008,1,3,4,2237,1,147,LAX,LAS,1,28,29
346,2008,1,3,4,2025,1,130,LAX,LAS,1,28,29
347,2008,1,3,4,1423,1,73,LAX,LAS,1,28,29
348,2008,1,3,4,1337,1,441,LAX,MCI,1,33,29
349,2008,1,3,4,1142,1,63,LAX,MCI,1,33,29
350,2008,1,3,4,1928,1,342,LAX,MCI,1,33,29
351,2008,1,3,4,634,1,327,LAX,MCI,1,33,29
352,2008,1,3,4,1713,1,310,LAX,MDW,1,35,29
353,2008,1,3,4,853,1,80,LAX,MDW,1,35,29
354,2008,1,3,4,1255,1,429,LAX,MDW,1,35,29
355,2008,1,3,4,1453,1,274,LAX,MDW,1,35,29
356,2008,1,3,4,1001,1,282,LAX,MDW,1,35,29
357,2008,1,3,4,630,1,423,LAX,MDW,1,35,29
358,2008,1,3,4,1831,1,431,LAX,MDW,1,35,29
359,2008,1,3,4,1030,1,261,LAX,OAK,1,38,29
360,2008,1,3,4,2004,1,389,LAX,OAK,1,38,29
361,2008,1,3,4,923,1,341,LAX,OAK,1,38,29
362,2008,1,3,4,1419,1,69,LAX,OAK,1,38,29
363,2008,1,3,4,1522,1,451,LAX,OAK,1,38,29
364,2008,1,3,4,1803,1,421,LAX,OAK,1,38,29
365,2008,1,3,4,2146,1,137,LAX,OAK,1,38,29
366,2008,1,3,4,2001,1,358,LAX,OAK,1,38,29
367,2008,1,3,4,1827,1,264,LAX,OAK,1,38,29
368,2008,1,3,4,1904,1,25,LAX,OAK,1,38,29
369,2008,1,3,4,1450,1,277,LAX,OAK,1,38,29
370,2008,1,3,4,1722,1,211,LAX,OAK,1,38,29
371,2008,1,3,4,1820,1,103,LAX,OAK,1,38,29
372,2008,1,3,4,1623,1,156,LAX,OAK,1,38,29
373,2008,1,3,4,2008,1,191,LAX,OAK,1,38,29
374,2008,1,3,4,1301,1,377,LAX,OAK,1,38,29
375,2008,1,3,4,601,1,37,LAX,OAK,1,38,29
376,2008,1,3,4,808,1,398,LAX,OAK,1,38,29
377,2008,1,3,4,1206,1,254,LAX,OAK,1,38,29
378,2008,1,3,4,700,1,102,LAX,OAK,0,38,29
379,2008,1,3,4,1609,1,321,LAX,PHX,1,46,29
380,2008,1,3,4,1811,1,70,LAX,PHX,1,46,29
381,2008,1,3,4,815,1,434,LAX,PHX,0,46,29
382,2008,1,3,4,600,1,330,LAX,PHX,0,46,29
383,2008,1,3,4,1851,1,30,LAX,PHX,1,46,29
384,2008,1,3,4,2020,1,419,LAX,PHX,1,46,29
385,2008,1,3,4,1204,1,137,LAX,PHX,1,46,29
386,2008,1,3,4,2116,1,84,LAX,PHX,1,46,29
387,2008,1,3,4,1556,1,347,LAX,PHX,1,46,29
388,2008,1,3,4,1040,1,3,LAX,PHX,1,46,29
389,2008,1,3,4,940,1,89,LAX,PHX,1,46,29
390,2008,1,3,4,1419,1,490,LAX,PHX,1,46,29
391,2008,1,3,4,635,1,445,LAX,PHX,0,46,29
392,2008,1,3,4,1738,1,84,LAX,RNO,1,50,29
393,2008,1,3,4,853,1,112,LAX,RNO,1,50,29
394,2008,1,3,4,1422,1,329,LAX,RNO,1,50,29
395,2008,1,3,4,1159,1,398,LAX,SAT,1,53,29
396,2008,1,3,4,708,1,437,LAX,SFO,0,56,29
397,2008,1,3,4,2321,1,499,LAX,SFO,1,56,29
